da,delex_da,text,delex_text
?request(area),?request(area),Mohu se vás zeptat na oblast ?,Mohu se vás zeptat na oblast ?
"inform(name='Café Kampus',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Café Kampus je cenově dostupná restaurace .,X-name je X-price_range restaurace .
"inform_no_match(food=Indian,good_for_meal=dinner)","inform_no_match(food=X-food,good_for_meal=X-good_for_meal)","Nenašla jsem žádnou indickou restauraci , kde vaří večeře .","Nenašla jsem žádnou X-food restauraci , kde vaří X-good_for_meal ."
"inform(area=Karlín,count=3,type=restaurant)","inform(area=X-area,count=X-count,type=restaurant)",V Karlíně znám 3 restaurace .,V X-area znám X-count restaurace .
"inform(good_for_meal=breakfast,name='U Konšelů')","inform(good_for_meal=X-good_for_meal,name=X-name)",U Konšelů je dobré místo na snídani .,X-name je dobré místo na X-good_for_meal .
"inform(name='U Konšelů',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",U Konšelů patří do středně drahé cenové skupiny .,X-name patří do X-price_range cenové skupiny .
"inform(good_for_meal=dinner,name='Švejk Restaurant')","inform(good_for_meal=X-good_for_meal,name=X-name)",Restaurace Švejk je dobrá restaurace na večeři .,X-name je dobrá restaurace na X-good_for_meal .
"inform_no_match(area=Dejvice,kids_allowed=yes,price_range=moderate)","inform_no_match(area=X-area,kids_allowed=yes,price_range=X-price_range)","Omlouvám se , ale nemám tu žádnou cenově dostupnou restauraci v Dejvicích , která by byla přístupná dětem .","Omlouvám se , ale nemám tu žádnou X-price_range restauraci v X-area , která by byla přístupná dětem ."
"inform(name='Baráčnická rychta',near='Old Town Square')","inform(name=X-name,near=X-near)",Baráčnická rychta se nachází nedaleko od Staroměstského náměstí .,X-name se nachází nedaleko od X-near .
"inform(name=Místo,price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Ceny v Místě jsou průměrné .,Ceny v X-name jsou X-price_range .
"inform(name=BarBar,price_range=moderate)","inform(name=X-name,price_range=X-price_range)","Je tu příjemná restaurace BarBar , která se vyznačuje jídlem za střední ceny .","Je tu příjemná restaurace X-name , která se vyznačuje jídlem za X-price_range ceny ."
"inform(food=Mexican,good_for_meal=lunch,name='Café Kampus',price_range=moderate)","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name,price_range=X-price_range)","Ceny v restauraci Café Kampus jsou střední , podávají zde mexická jídla a dobré obědy .","Ceny v restauraci X-name jsou X-price_range , podávají zde X-food jídla a dobré X-good_for_meal ."
"inform(name='Green Spirit',near=Stromovka)","inform(name=X-name,near=X-near)",Green Spirit je poblíž Stromovky .,X-name je poblíž X-near .
"inform(kids_allowed=yes,name='Café Kampus',near='TV Tower',price_range=moderate)","inform(kids_allowed=yes,name=X-name,near=X-near,price_range=X-price_range)","Café Kampus patří do střední cenové kategorie , hodí se pro děti a je poblíž Žižkovské televizní věže .","X-name patří do X-price_range cenové kategorie , hodí se pro děti a je poblíž X-near ."
"inform(food=Turkish,good_for_meal=dinner,name='Baráčnická rychta',price_range=moderate)","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name,price_range=X-price_range)",Baráčnická rychta podává tureckou kuchyni za přijatelné ceny a dobře zde povečeříte .,X-name podává X-food kuchyni za X-price_range ceny a dobře zde X-good_for_meal .
"inform(name=BarBar,price_range=moderate)","inform(name=X-name,price_range=X-price_range)",BarBar je cenově dostupná restaurace .,X-name je X-price_range restaurace .
"inform(good_for_meal=dinner,kids_allowed=yes,name='Pivo & Basilico',near='Wenceslas Square')","inform(good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name,near=X-near)","Restaurace Pivo & Basilico se nachází poblíž Václavského náměstí , je zde povolen vstup s dětmi a zároveň je to dobré místo na večeři .","Restaurace X-name se nachází poblíž X-near , je zde povolen vstup s dětmi a zároveň je to dobré místo na X-good_for_meal ."
"inform(kids_allowed=no,name='Baráčnická rychta')","inform(kids_allowed=no,name=X-name)","Baráčnická rychta je hezká restaurace , která není vhodná pro děti .","X-name je hezká restaurace , která není vhodná pro děti ."
"inform(name=BarBar,price_range=moderate)","inform(name=X-name,price_range=X-price_range)",V BarBaru mají ceny na běžné úrovni .,V X-name mají ceny na X-price_range úrovni .
"inform(address='Újezd 25',name='U Tučňáků',near='Old Town Square',phone=291931811)","inform(address=X-address,name=X-name,near=X-near,phone=X-phone)",U Tučňáků se nachází blízko Staroměstského náměstí . Adresa je Újezd 25 . Telefonní číslo je 291931811,X-name se nachází blízko X-near . Adresa je X-address . Telefonní číslo je X-phone
"inform_no_match(food=vegetarian,kids_allowed=no)","inform_no_match(food=X-food,kids_allowed=no)","Nenašla jsem žádnou vegetariánskou restauraci , která by nebyla vhodná pro děti .","Nenašla jsem žádnou X-food restauraci , která by nebyla vhodná pro děti ."
"inform(name=BarBar,price_range=moderate)","inform(name=X-name,price_range=X-price_range)",BarBar je v běžné cenové kategorii .,X-name je v X-price_range cenové kategorii .
"inform(name=BarBar,price_range=expensive)","inform(name=X-name,price_range=X-price_range)",BarBar je ve drahé cenové skupině .,X-name je ve X-price_range cenové skupině .
"inform(good_for_meal=breakfast,name='Pivo & Basilico')","inform(good_for_meal=X-good_for_meal,name=X-name)",Pivo & Basilico je dobrá restaurace na snídani .,X-name je dobrá restaurace na X-good_for_meal .
?request(area),?request(area),V jaké oblasti si přejete hledat ?,V jaké oblasti si přejete hledat ?
"inform(name='Café Kampus',near='Powder Tower or Old Town Square')","inform(name=X-name,near=X-near)",Café Kampus se nachází nedaleko od Prašné Brány nebo Staroměstského náměstí .,X-name se nachází nedaleko od X-near .
?request(area),?request(area),Kde byste chtěli jíst ?,Kde byste chtěli jíst ?
"inform(area=Nusle,name=Ferdinanda,price_range=cheap)","inform(area=X-area,name=X-name,price_range=X-price_range)",Ferdinanda se nachází v části Nusle a patří do levné cenové kategorie .,X-name se nachází v části X-area a patří do X-price_range cenové kategorie .
"inform(name='U Tučňáků',near='Wenceslas Square')","inform(name=X-name,near=X-near)",Restaurace U Tučňáků je poblíž Václavského náměstí .,Restaurace X-name je poblíž X-near .
"inform(kids_allowed=yes,name='Baráčnická rychta',near='Wenceslas Square',price_range=moderate)","inform(kids_allowed=yes,name=X-name,near=X-near,price_range=X-price_range)","Baráčnická rychta je blízko Václavského náměstí , má normální ceny a je vhodná pro děti .","X-name je blízko X-near , má X-price_range ceny a je vhodná pro děti ."
"inform(address='Karmelitská 46',name='Pivo & Basilico',phone=285506799,price_range=cheap)","inform(address=X-address,name=X-name,phone=X-phone,price_range=X-price_range)","Pivo & Basilico je levná restaurace . Adresa je Karmelitská 46 , a telefonní číslo je 285506799 .","X-name je X-price_range restaurace . Adresa je X-address , a telefonní číslo je X-phone ."
"inform_no_match(food=French,good_for_meal=brunch)","inform_no_match(food=X-food,good_for_meal=X-good_for_meal)","Nemohu bohužel najít dobrou restauraci na brunch , kde se podávají francouzská jídla .","Nemohu bohužel najít dobrou restauraci na X-good_for_meal , kde se podávají X-food jídla ."
"inform(name='Café Kampus',price_range=expensive)","inform(name=X-name,price_range=X-price_range)",Café Kampus je luxusní restaurace .,X-name je X-price_range restaurace .
"inform(name='U Tučňáků',price_range=expensive)","inform(name=X-name,price_range=X-price_range)",U Tučňáků je příjemná restaurace ve vyšší cenové skupině .,X-name je příjemná restaurace ve X-price_range cenové skupině .
"inform_no_match(food=Indian,good_for_meal=breakfast)","inform_no_match(food=X-food,good_for_meal=X-good_for_meal)","Omlouvám se , nenašla jsem žádné restaurace , kde se podávají indická jídla k snídani .","Omlouvám se , nenašla jsem žádné restaurace , kde se podávají X-food jídla k X-good_for_meal ."
"inform(address='Štefánikova 47',food=none,name='U Tučňáků')","inform(address=X-address,food=none,name=X-name)","Adresa restaurace U Tučňáků je Štefánikova 47 . Nevím , jakou kuchyni tam podávají .","Adresa restaurace X-name je X-address . Nevím , jakou kuchyni tam podávají ."
"inform(area=Dejvice,count=4,type=restaurant)","inform(area=X-area,count=X-count,type=restaurant)",V Dejvicích se nabízí 4 restaurace .,V X-area se nabízí X-count restaurace .
"inform(name='Café Savoy',near=Stromovka)","inform(name=X-name,near=X-near)",Kavárna Savoy se nachází blízko Stromovky .,X-name se nachází blízko X-near .
"inform(food=Italian,kids_allowed=yes,name='Pivo & Basilico')","inform(food=X-food,kids_allowed=yes,name=X-name)",Pivo & Basilico servíruje italské pokrmy a připouští děti .,X-name servíruje X-food pokrmy a připouští děti .
"inform(kids_allowed=no,name=Ananta)","inform(kids_allowed=no,name=X-name)",Ananta je pro děti nevhodná .,X-name je pro děti nevhodná .
"inform_no_match(food=Asian,kids_allowed=no)","inform_no_match(food=X-food,kids_allowed=no)","Žádnou restauraci , která by servírovala asijská jídla a nedovolovala děti , jsem nenašla .","Žádnou restauraci , která by servírovala X-food jídla a nedovolovala děti , jsem nenašla ."
"inform_no_match(food=Indian,good_for_meal=breakfast)","inform_no_match(food=X-food,good_for_meal=X-good_for_meal)","Bohužel , nenašla jsem žádnou indickou restauraci , kde by podávali snídaně .","Bohužel , nenašla jsem žádnou X-food restauraci , kde by podávali X-good_for_meal ."
"inform(good_for_meal=brunch,name='Café Savoy')","inform(good_for_meal=X-good_for_meal,name=X-name)",Café Savoy podává úžasný brunch .,X-name podává úžasný X-good_for_meal .
"inform(name='Café Savoy',near='Wenceslas Square')","inform(name=X-name,near=X-near)",Café Savoy se nachází poblíž Václavského náměstí .,X-name se nachází poblíž X-near .
?request(area),?request(area),V jaké čtvrti si přejete hledat ?,V jaké čtvrti si přejete hledat ?
"inform(area=Nusle,name='Café Kampus',price_range=expensive)","inform(area=X-area,name=X-name,price_range=X-price_range)",Café Kampus je jedna z dražších restaurací v oblasti Nuslí .,X-name je jedna z X-price_range restaurací v oblasti X-area .
"inform(food=American,kids_allowed=no,name='U Tučňáků')","inform(food=X-food,kids_allowed=no,name=X-name)",U Tučňáků nabízí americké jídlo a není vhodný pro děti .,X-name nabízí X-food jídlo a není vhodný pro děti .
"inform(name=Místo,near='Powder Tower')","inform(name=X-name,near=X-near)",Místo najdete blízko Prašné brány .,X-name najdete blízko X-near .
"inform(name='Café Savoy',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Café Savoy je dobrá restaurace v levné cenové skupině .,X-name je dobrá restaurace v X-price_range cenové skupině .
"inform(area=Vinohrady,good_for_meal=dinner,kids_allowed=yes,name='Café Kampus')","inform(area=X-area,good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name)","Café Kampus je příjemná restaurace na Vinohradech , kde je dovolena návštěva s dětmi během večeří .","X-name je příjemná restaurace na X-area , kde je dovolena návštěva s dětmi během X-good_for_meal ."
?confirm(kids_allowed=yes),?confirm(kids_allowed=yes),"Chcete restauraci , kam mohou i děti , že ?","Chcete restauraci , kam mohou i děti , že ?"
"inform(name='Pivo & Basilico',price_range=expensive)","inform(name=X-name,price_range=X-price_range)","Mám tu čínskou restauraci Pivo & Basilico , patří do drahé cenové kategorie .","Mám tu čínskou restauraci X-name , patří do X-price_range cenové kategorie ."
"inform(name='U Konšelů',near='TV Tower')","inform(name=X-name,near=X-near)",Nedaleko od televizní věže najdeme pěknou restauraci U Konšelů .,Nedaleko od X-near najdeme pěknou restauraci X-name .
"inform_only_match(good_for_meal=dinner,name=BarBar,near='Prague Castle',price_range=moderate)","inform_only_match(good_for_meal=X-good_for_meal,name=X-name,near=X-near,price_range=X-price_range)",Jediná restaurace v seznamu poblíž Pražského hradu s přijatelnými cenami je BarBar . Mají otevřeno v době večeře .,Jediná restaurace v seznamu poblíž X-near s X-price_range cenami je X-name . Mají otevřeno v době X-good_for_meal .
"inform(name='U Tučňáků',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Restaurace U Tučňáků vyhovuje vašemu požadavku na levné ceny .,Restaurace X-name vyhovuje vašemu požadavku na X-price_range ceny .
"inform(name=Místo,price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Cenová kategorie Místa je levná .,Cenová kategorie X-name je X-price_range .
"inform(area='Staré Město',food=German,good_for_meal=dinner,name='Café Savoy')","inform(area=X-area,food=X-food,good_for_meal=X-good_for_meal,name=X-name)",Café Savoy podává dobrou německou kuchyni k večeři . Restaurace se nachází blízko Starého Města .,X-name podává dobrou X-food kuchyni k X-good_for_meal . Restaurace se nachází blízko X-area .
"inform(name='Café Savoy',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Café Savoy je docela levná restaurace .,X-name je docela X-price_range restaurace .
"inform(food=American,kids_allowed=yes,name='Pivo & Basilico')","inform(food=X-food,kids_allowed=yes,name=X-name)",Restaurace Pivo & Basilico je amerického typu a je vhodná pro děti .,Restaurace X-name je X-food typu a je vhodná pro děti .
"inform(name='Green Spirit',near='Wenceslas Square')","inform(name=X-name,near=X-near)",Green Spirit je nedaleko Václavského náměstí .,X-name je nedaleko X-near .
"inform(area='Staré Město',name='Green Spirit',price_range=moderate)","inform(area=X-area,name=X-name,price_range=X-price_range)",Na Starém městě máme Green Spirit s běžnými cenami,Na X-area máme X-name s X-price_range cenami
"inform(address='Národní 16',name='Café Savoy',near='Powder Tower or Old Town Square',phone=230732922)","inform(address=X-address,name=X-name,near=X-near,phone=X-phone)",Adresa Café Savoy poblíž Prašné Brány nebo Staroměstského náměstí je Národní 16 a jeho telefon je 230732922 .,Adresa X-name poblíž X-near je X-address a jeho telefon je X-phone .
"inform(name='Pivo & Basilico',near='Charles Bridge')","inform(name=X-name,near=X-near)",Restauraci Pivo & Basilico najdete nedaleko Karlova mostu .,Restauraci X-name najdete nedaleko X-near .
?request(area),?request(area),V jaké oblast vám pomohu hledat ?,V jaké oblast vám pomohu hledat ?
"inform(kids_allowed=no,name='Pivo & Basilico')","inform(kids_allowed=no,name=X-name)",Restaurace Pivo & Basilico není vhodná pro návštěvu s dětmi .,Restaurace X-name není vhodná pro návštěvu s dětmi .
"inform(name='U Tučňáků',near=Stromovka)","inform(name=X-name,near=X-near)",U Tučňáků se nachází poblíž Stromovky .,X-name se nachází poblíž X-near .
"inform(address='Újezd 22',name='Café Savoy',near='Petřín Tower',phone=282736558)","inform(address=X-address,name=X-name,near=X-near,phone=X-phone)","Adresa Café Savoy je Újezd 22 , poblíž Petřínské rozhledny . Telefon je 282736558 .","Adresa X-name je X-address , poblíž X-near . Telefon je X-phone ."
?request(area),?request(area),Jakou lokalitu hledáte,Jakou lokalitu hledáte
"inform(name='Café Savoy',price_range=moderate)","inform(name=X-name,price_range=X-price_range)","Také tu vidím Café Savoy , je to restaurace s normálními cenami .","Také tu vidím X-name , je to restaurace s X-price_range cenami ."
"inform(area='Staré Město',good_for_meal=dinner,name='Pivo & Basilico',price_range=cheap)","inform(area=X-area,good_for_meal=X-good_for_meal,name=X-name,price_range=X-price_range)","Pivo & Basilico je levná restaurace na Starém Městě , ve které se můžete navečeřet .","X-name je X-price_range restaurace na X-area , ve které se můžete X-good_for_meal ."
"inform(name='Pivo & Basilico',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Jako středně drahá restaurace se nabízí Pivo & Basilico .,Jako X-price_range restaurace se nabízí X-name .
"inform(food=vegetarian,good_for_meal=lunch,name='Baráčnická rychta',price_range=moderate)","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name,price_range=X-price_range)","Našla jsem restauraci Baráčnická rychta , která má normální ceny , je vhodná na obědy a nabízí vegetariánské jídlo .","Našla jsem restauraci X-name , která má X-price_range ceny , je vhodná na X-good_for_meal a nabízí X-food jídlo ."
"inform(name='Green Spirit',near='Wenceslas Square')","inform(name=X-name,near=X-near)",Green Spirit je nedaleko Václavského náměstí .,X-name je nedaleko X-near .
"inform(name='U Tučňáků',price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Restaurace U Tučňáků spadá do nízké cenové skupiny .,Restaurace X-name spadá do X-price_range cenové skupiny .
"inform(kids_allowed=no,name='Café Kampus')","inform(kids_allowed=no,name=X-name)","Ne , v Café Kampus není dovolen vstup s dětmi .","Ne , v X-name není dovolen vstup s dětmi ."
"inform(name=Ananta,price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Ananta je restaurace se středními cenami .,X-name je restaurace se X-price_range cenami .
?request(area),?request(area),Kde byste chtěli večeřet ?,Kde byste chtěli večeřet ?
"inform(kids_allowed=no,name='Baráčnická rychta')","inform(kids_allowed=no,name=X-name)",V restauraci Baráčnická rychta není povolen vstup s dětmi .,V restauraci X-name není povolen vstup s dětmi .
"inform(good_for_meal=lunch,name='U Tučňáků')","inform(good_for_meal=X-good_for_meal,name=X-name)",U Tučňáků podávají dobré obědy .,X-name podávají dobré X-good_for_meal .
?request(area),?request(area),Jakou lokalitu si přejete,Jakou lokalitu si přejete
"inform(area=Nusle,good_for_meal=lunch,name='Baráčnická rychta',price_range=moderate)","inform(area=X-area,good_for_meal=X-good_for_meal,name=X-name,price_range=X-price_range)",Baráčnická rychta je výborná na oběd a ceny jsou tu průměrné . Nachází se v Nuslích .,X-name je výborná na X-good_for_meal a ceny jsou tu X-price_range . Nachází se v X-area .
"inform_only_match(area=Žižkov,good_for_meal=brunch,name='Kočár z Vídně')","inform_only_match(area=X-area,good_for_meal=X-good_for_meal,name=X-name)","Kočár z Vídně je jediné místo na Žižkově , kde podávají pozdní snídaně .","X-name je jediné místo na X-area , kde podávají X-good_for_meal ."
"inform(name='Švejk Restaurant',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Restaurace Švejk je ve střední cenové kategorii .,X-name je ve X-price_range cenové kategorii .
"inform(name='U Konšelů',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Mám tu jedna hezká restaurace jménem U Konšelů . Ceny se zde pohybují kolem průměru .,Mám tu jedna hezká restaurace jménem X-name . Ceny se zde pohybují X-price_range .
"inform(name='Kočár z Vídně',price_range=moderate)","inform(name=X-name,price_range=X-price_range)","Je tu také podnik Kočár z Vídně , který podává jídla za střední ceny .","Je tu také podnik X-name , který podává jídla za X-price_range ceny ."
"inform(name='U Tučňáků',near='Wenceslas Square')","inform(name=X-name,near=X-near)",U Tučňáků se nachází v blízkosti Václavského náměstí .,X-name se nachází v blízkosti X-near .
?confirm(near='Charles Bridge'),?confirm(near=X-near),Opravdu chcete najít restaurace poblíž Karlova mostu ?,Opravdu chcete najít restaurace poblíž X-near ?
"inform(name=Místo,near=Stromovka)","inform(name=X-name,near=X-near)",Místo je nedaleko od Stromovky .,X-name je nedaleko od X-near .
"inform(name=Ferdinanda,price_range=cheap)","inform(name=X-name,price_range=X-price_range)",Ferdinanda je celkem levná restaurace .,X-name je celkem X-price_range restaurace .
"inform(name='Pivo & Basilico',price_range=moderate)","inform(name=X-name,price_range=X-price_range)",Pivo & Basilico patří do střední cenové kategorie .,X-name patří do X-price_range cenové kategorie .
