da,delex_da,text,delex_text
"inform(address='Náprstkova 17',area=Karlín,name='U Tučňáků')","inform(address=X-address,area=X-area,name=X-name)",Adresa restaurace U Tučňáků je Náprstkova 17 a nachází se v Karlíně .,Adresa restaurace X-name je X-address a nachází se v X-area .
"inform(name=BarBar,type=restaurant)","inform(name=X-name,type=restaurant)",Doporučuju restauraci jménem BarBar,Doporučuju restauraci jménem X-name
goodbye(),goodbye(),Rádo se stalo . Na shledanou .,Rádo se stalo . Na shledanou .
"inform(area=Vinohrady,food=American,name=Místo,price_range=cheap)","inform(area=X-area,food=X-food,name=X-name,price_range=X-price_range)",Místo je levná americká restaurace na Vinohradech .,X-name je X-price_range X-food restaurace na X-area .
"inform(address='Kaprova 45',name=Místo)","inform(address=X-address,name=X-name)",Adresa restaurace Místo je Kaprova 45,Adresa restaurace X-name je X-address
"inform(address='Náprstkova 25',name=BarBar)","inform(address=X-address,name=X-name)",BarBar se nachází na ulici Náprstkova 25,X-name se nachází na ulici X-address
goodbye(),goodbye(),Na shledanou .,Na shledanou .
"inform(address='Karmelitská 30',name=Ananta)","inform(address=X-address,name=X-name)",Restaurace Ananta se nachází na adrese Karmelitská 30 .,Restaurace X-name se nachází na adrese X-address .
"inform(name='Kočár z Vídně',type=restaurant)","inform(name=X-name,type=restaurant)",Našla jsem dobrou restauraci jménem Kočár z Vídně .,Našla jsem dobrou restauraci jménem X-name .
"inform(count=89,good_for_meal=dinner,kids_allowed=yes,type=restaurant)","inform(count=X-count,good_for_meal=X-good_for_meal,kids_allowed=yes,type=restaurant)","Je tu 89 dalších restaurací , které se hodí na večeři a jsou vstřícné k dětem .","Je tu X-count dalších restaurací , které se hodí na X-good_for_meal a jsou vstřícné k dětem ."
goodbye(),goodbye(),"Na shledanou , přeji Vám krásný den .","Na shledanou , přeji Vám krásný den ."
?request(price_range),?request(price_range),Můžete prosím upřesnit cenovou skupinu ?,Můžete prosím upřesnit cenovou skupinu ?
"inform(address='Tržiště 4',name='Café Savoy')","inform(address=X-address,name=X-name)",Restaurace jménem Café Savoy se nachází na adrese Tržiště 4 .,Restaurace jménem X-name se nachází na adrese X-address .
"inform(address='Malostranské náměstí 25',name=Ferdinanda,near='Prague Castle')","inform(address=X-address,name=X-name,near=X-near)",Ferdinanda se nachází blízko Pražského hradu na adrese Malostranské náměstí 25,X-name se nachází blízko X-near na adrese X-address
goodbye(),goodbye(),Děkuji !,Děkuji !
"inform(count=2,near='TV Tower',type=restaurant)","inform(count=X-count,near=X-near,type=restaurant)",Našla jsem pro vás 2 restaurace blízko Žižkovské televizní věže .,Našla jsem pro vás X-count restaurace blízko X-near .
goodbye(),goodbye(),"Děkuji , přeji krásný den .","Děkuji , přeji krásný den ."
goodbye(),goodbye(),Přeji hezký den,Přeji hezký den
"inform(address='Újezd 44',name='Pivo & Basilico',postcode='143 00')","inform(address=X-address,name=X-name,postcode=X-postcode)",Adresa restaurace Pivo & Basilico je Újezd 44 . Poštovní směrovací číslo je 143 00 .,Adresa restaurace X-name je X-address . Poštovní směrovací číslo je X-postcode .
?request(price_range),?request(price_range),Můžete upřesnit cenovou kategorii ?,Můžete upřesnit cenovou kategorii ?
goodbye(),goodbye(),Na shledanou . Omlouvám se .,Na shledanou . Omlouvám se .
goodbye(),goodbye(),"Díky , na shledanou .","Díky , na shledanou ."
"inform(address='Karmelitská 47',name='Pivo & Basilico')","inform(address=X-address,name=X-name)",Restaurace Pivo & Basilico sídlí na adrese Karmelitská 47 .,Restaurace X-name sídlí na adrese X-address .
"inform_only_match(kids_allowed=yes,name=Ferdinanda,near='Petřín Tower',price_range=moderate)","inform_only_match(kids_allowed=yes,name=X-name,near=X-near,price_range=X-price_range)",Pouze Ferdinanda blízko Petřínské rozhledny je vhodná pro děti a má normální ceny .,Pouze X-name blízko X-near je vhodná pro děti a má X-price_range ceny .
"inform(name=Ferdinanda,type=restaurant)","inform(name=X-name,type=restaurant)",Restaurace Ferdinanda nabízí dobré jídlo .,Restaurace X-name nabízí dobré jídlo .
goodbye(),goodbye(),Dobrou chuť . Děkuji za zavolání . Na shledanou .,Dobrou chuť . Děkuji za zavolání . Na shledanou .
goodbye(),goodbye(),Děkuji . Na shledanou .,Děkuji . Na shledanou .
"inform_no_match(food=Italian,price_range=moderate)","inform_no_match(food=X-food,price_range=X-price_range)",Bohužel se zde nevyskytují žádné italské restaurace se středně vysokými cenami .,Bohužel se zde nevyskytují žádné X-food restaurace se X-price_range cenami .
goodbye(),goodbye(),Nashle !,Nashle !
"inform(count=2,food=American,kids_allowed=yes,price_range=moderate,type=restaurant)","inform(count=X-count,food=X-food,kids_allowed=yes,price_range=X-price_range,type=restaurant)","Našla jsem 2 restaurace střední kategorie , které nabízejí americké speciality a umožňují vstup dětem .","Našla jsem X-count restaurace X-price_range kategorie , které nabízejí X-food speciality a umožňují vstup dětem ."
"inform(good_for_meal=breakfast,kids_allowed=yes,name='U Konšelů',price_range=cheap)","inform(good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name,price_range=X-price_range)","U Konšelů je pěkná , levná restaurace , přístupná dětem a je vhodná na snídani .","X-name je pěkná , X-price_range restaurace , přístupná dětem a je vhodná na X-good_for_meal ."
goodbye(),goodbye(),Děkuji .,Děkuji .
goodbye(),goodbye(),Děkuji .,Děkuji .
"inform(name=Místo,price='between 110 and 290 Kč')","inform(name=X-name,price=X-price)",Ceny v Místě se pohybují zhruba mezi 110 a 290 Kč .,Ceny v X-name se pohybují zhruba X-price .
goodbye(),goodbye(),"Mockrát vám děkuji , na shledanou .","Mockrát vám děkuji , na shledanou ."
goodbye(),goodbye(),Není vůbec za co . Na shledanou .,Není vůbec za co . Na shledanou .
"inform(count=239,good_for_meal=dont_care,type=restaurant)","inform(count=X-count,good_for_meal=dont_care,type=restaurant)","Našla jsem 239 restaurací , kde si můžete dát jídlo během celého dne .","Našla jsem X-count restaurací , kde si můžete dát jídlo během celého dne ."
"inform(name=BarBar,price='220 Kč')","inform(name=X-name,price=X-price)",Cena BarBaru je zhruba 220 Kč .,Cena X-name je zhruba X-price .
"inform(area=Smíchov,name='Švejk Restaurant')","inform(area=X-area,name=X-name)",Restaurace Švejk se nachází na Smíchově .,X-name se nachází na X-area .
goodbye(),goodbye(),Na slyšenou !,Na slyšenou !
?request(price_range),?request(price_range),V jaké cenové kategorii by měla restaurace být ?,V jaké cenové kategorii by měla restaurace být ?
?select(kids_allowed='yes or no'),?select(kids_allowed='yes or no'),"Chcete najít restauraci , která povoluje vstup dětem ?","Chcete najít restauraci , která povoluje vstup dětem ?"
goodbye(),goodbye(),"Není za co , na shledanou .","Není za co , na shledanou ."
goodbye(),goodbye(),Na shledanou a mějte se hezky .,Na shledanou a mějte se hezky .
?request(price_range),?request(price_range),Vyžadujete konkrétní cenovou kategorii ?,Vyžadujete konkrétní cenovou kategorii ?
"inform(good_for_meal=brunch,kids_allowed=no,name='Baráčnická rychta')","inform(good_for_meal=X-good_for_meal,kids_allowed=no,name=X-name)",Baráčnická rychta nepovoluje vstup s dětmi a je to dobré místo na brunch .,X-name nepovoluje vstup s dětmi a je to dobré místo na X-good_for_meal .
"inform(good_for_meal=lunch,name=Ferdinanda,near='TV Tower')","inform(good_for_meal=X-good_for_meal,name=X-name,near=X-near)","Ve Ferdinandě , která leží poblíž televizní věže , se lze dobře naobědvat .","Ve X-name , která leží poblíž X-near , se lze dobře X-good_for_meal ."
?request(price_range),?request(price_range),Jaké prosím hledáte cenové skupiny ?,Jaké prosím hledáte cenové skupiny ?
"inform(food=Chinese,name='Café Savoy')","inform(food=X-food,name=X-name)",Restaurace Café Savoy připravuje čínská jídla .,Restaurace X-name připravuje X-food jídla .
"inform_no_match(food=German,price_range=cheap)","inform_no_match(food=X-food,price_range=X-price_range)","Bohužel zde nejsou levné restaurace , které podávají německá jídla .","Bohužel zde nejsou X-price_range restaurace , které podávají X-food jídla ."
"inform(name=Ananta,postcode='157 00')","inform(name=X-name,postcode=X-postcode)",Poštovní směrovací číslo Ananty je 157 00 .,Poštovní směrovací číslo X-name je X-postcode .
"inform(area=Dejvice,kids_allowed=yes,name='Kočár z Vídně')","inform(area=X-area,kids_allowed=yes,name=X-name)",Kočár z Vídně je také u Dejvic a hodí se pro děti,X-name je také u X-area a hodí se pro děti
goodbye(),goodbye(),Není zač .,Není zač .
goodbye(),goodbye(),Děkuji .,Děkuji .
?request(price_range),?request(price_range),Můžete upřesnit cenovou kategorii ?,Můžete upřesnit cenovou kategorii ?
?reqmore(),?reqmore(),"Je ještě něco , s čím vám mohu pomoci ?","Je ještě něco , s čím vám mohu pomoci ?"
"inform(food=French,kids_allowed=yes,name='Café Kampus',price_range=cheap)","inform(food=X-food,kids_allowed=yes,name=X-name,price_range=X-price_range)","Café Kampus je levný francouzský podnik , který je vhodný i pro děti .","X-name je X-price_range X-food podnik , který je vhodný i pro děti ."
"inform(food=Turkish,name='Švejk Restaurant')","inform(food=X-food,name=X-name)",Švejk Restaurant nabízí turecká jídla .,X-name nabízí X-food jídla .
?request(price_range),?request(price_range),Jakou máte přibližně cenovou představu ?,Jakou máte přibližně cenovou představu ?
goodbye(),goodbye(),Mějte se !,Mějte se !
?confirm(price_range=cheap),?confirm(price_range=X-price_range),"Jste si jistý , že chcete hledat restauraci podávající levná jídla ?","Jste si jistý , že chcete hledat restauraci podávající X-price_range jídla ?"
"inform(name='Café Kampus',type=restaurant)","inform(name=X-name,type=restaurant)",Další restaurací je Café Kampus .,Další restaurací je X-name .
?request(price_range),?request(price_range),Dáváte přednost nějaké cenové kategorii ?,Dáváte přednost nějaké cenové kategorii ?
goodbye(),goodbye(),"Děkuji Vám , mějte se krásně .","Děkuji Vám , mějte se krásně ."
?request(price_range),?request(price_range),Mohu vám pomoci najít nějakou restauraci podle cen ?,Mohu vám pomoci najít nějakou restauraci podle cen ?
goodbye(),goodbye(),Přeji příjemný den,Přeji příjemný den
"inform_only_match(food=German,name='Baráčnická rychta')","inform_only_match(food=X-food,name=X-name)","Omlouvám se , ale pouze Baráčnická rychta zde servíruje německou kuchyni .","Omlouvám se , ale pouze X-name zde servíruje X-food kuchyni ."
"inform(address='Náprstkova 12',name='Baráčnická rychta',price='between 0 and 150 Kč')","inform(address=X-address,name=X-name,price=X-price)","Jmenuje se Baráčnická rychta , adresa je ulice Náprstkova 12 a ceny se pohybují od 0 do 150 Kč .","Jmenuje se X-name , adresa je ulice X-address a ceny se pohybují X-price ."
"inform(address='Újezd 31',area=Žižkov,name='U Tučňáků')","inform(address=X-address,area=X-area,name=X-name)","U Tučňáků se nachází na Žižkově , přesná adresa je Újezd 31","X-name se nachází na X-area , přesná adresa je X-address"
"inform(area='Staré Město',name=Místo)","inform(area=X-area,name=X-name)",Restauraci Místo najdete snadno na Starém Městě .,Restauraci X-name najdete snadno na X-area .
"inform(address='Kaprova 25',name='Baráčnická rychta')","inform(address=X-address,name=X-name)",Adresa Baráčnické rychty je Kaprova 25,Adresa X-name je X-address
"inform(area=Dejvice,name='U Tučňáků')","inform(area=X-area,name=X-name)",U Tučňáků leží v Dejvicích .,X-name leží v X-area .
"inform(food=Italian,good_for_meal=dinner,name='Café Kampus')","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name)",Café Kampus podává italské pokrmy a dá se zde dobře navečeřet .,X-name podává X-food pokrmy a dá se zde dobře X-good_for_meal .
"inform(food=Chinese,kids_allowed=yes,name=BarBar,near=Stromovka)","inform(food=X-food,kids_allowed=yes,name=X-name,near=X-near)","BarBar je čínská restaurace poblíž Stromovky , která se hodí pro děti .","X-name je X-food restaurace poblíž X-near , která se hodí pro děti ."
"inform(count=54,kids_allowed=yes,price_range=cheap,type=restaurant)","inform(count=X-count,kids_allowed=yes,price_range=X-price_range,type=restaurant)",Našla jsem 54 levných restaurací vhodných pro děti .,Našla jsem X-count X-price_range restaurací vhodných pro děti .
"inform(address='Malostranské náměstí 30',name=Ananta)","inform(address=X-address,name=X-name)",Adresa podniku Ananta je Malostranské náměstí 30 .,Adresa podniku X-name je X-address .
inform_no_match(area='Staré Město'),inform_no_match(area=X-area),Neznám žádnou restauraci v oblasti Staré Město .,Neznám žádnou restauraci v oblasti X-area .
"inform(name=Místo,price='150 Kč')","inform(name=X-name,price=X-price)",Cena restaurace Místo je 150 Kč,Cena restaurace X-name je X-price
inform_no_match(area=Vinohrady),inform_no_match(area=X-area),Na Vinohradech nejsou žádné restaurace vhodné pro děti .,Na X-area nejsou žádné restaurace vhodné pro děti .
goodbye(),goodbye(),Děkuji za zavolání .,Děkuji za zavolání .
goodbye(),goodbye(),Mějte se .,Mějte se .
goodbye(),goodbye(),Těšilo mě .,Těšilo mě .
goodbye(),goodbye(),Přeji hezký den,Přeji hezký den
"inform(address='Národní 26',name=Ananta)","inform(address=X-address,name=X-name)",Ananta je na Národní 26 .,X-name je na X-address .
"inform(count=2,good_for_meal=brunch,type=restaurant)","inform(count=X-count,good_for_meal=X-good_for_meal,type=restaurant)","Nabízí se 2 restaurace , kde je vhodné dát si brunch s dětmi .","Nabízí se X-count restaurace , kde je vhodné dát si X-good_for_meal s dětmi ."
"inform(area=Nusle,name=Ananta)","inform(area=X-area,name=X-name)",Doporučuji restauraci Ananta blízko Nuslí .,Doporučuji restauraci X-name blízko X-area .
"inform(address='Kaprova 17',name='Café Kampus',phone=233146873)","inform(address=X-address,name=X-name,phone=X-phone)","Adresa do Café Kampus je Kaprova 17 , telefon 233146873 .","Adresa do X-name je X-address , telefon X-phone ."
"inform(count=94,food=Turkish,price_range=moderate,type=restaurant)","inform(count=X-count,food=X-food,price_range=X-price_range,type=restaurant)",Našla jsem 94 středně drahých restaurací s tureckou kuchyní .,Našla jsem X-count X-price_range restaurací s X-food kuchyní .
